INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,DTXCID,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,QSAR_READY_SMILES,MOLECULAR_FORMULA
DTXSID9032240,DSSTox_Substance_Id,DTXSID9032240,Trimethyltin hydroxide,DTXCID7012240,56-24-6,OJZNYUDKNVNEMV-UHFFFAOYSA-M,Trimethylstannanol,C[Sn](C)(C)O,"InChI=1S/3CH3.H2O.Sn/h3*1H3;1H2;/q;;;;+1/p-1
",,C3H10OSn
DTXSID8052859,DSSTox_Substance_Id,DTXSID8052859,"4,4-Methylenedimorpholine",DTXCID9031270,5625-90-1,MIFZZKZNMWTHJK-UHFFFAOYSA-N,"4,4'-Methylenebis(morpholine)",C(N1CCOCC1)N1CCOCC1,"InChI=1S/C9H18N2O2/c1-5-12-6-2-10(1)9-11-3-7-13-8-4-11/h1-9H2
",C(N1CCOCC1)N1CCOCC1,C9H18N2O2
DTXSID4044824,DSSTox_Substance_Id,DTXSID4044824,4-Methyl-1-(propan-2-yl)cyclohex-3-en-1-ol,DTXCID2024824,562-74-3,WRYLYDPHFGVWKC-UHFFFAOYSA-N,4-Methyl-1-(propan-2-yl)cyclohex-3-en-1-ol,CC(C)C1(O)CCC(C)=CC1,"InChI=1/C10H18O/c1-8(2)10(11)6-4-9(3)5-7-10/h4,8,11H,5-7H2,1-3H3
",CC(C)C1(O)CCC(C)=CC1,C10H18O
DTXSID2024086,DSSTox_Substance_Id,DTXSID2024086,Ethion,DTXCID204086,563-12-2,RIZMRRKBZQXFOY-UHFFFAOYSA-N,"O,O,O',O'-Tetraethyl S,S'-methylene bis(phosphorodithioate)",CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,"InChI=1S/C9H22O4P2S4/c1-5-10-14(16,11-6-2)18-9-19-15(17,12-7-3)13-8-4/h5-9H2,1-4H3
",CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,C9H22O4P2S4
DTXSID4020244,DSSTox_Substance_Id,DTXSID4020244,Semicarbazide hydrochloride,DTXCID20244,563-41-7,XHQYBDSXTDXSHY-UHFFFAOYSA-N,Hydrazinecarboxamide--hydrogen chloride (1/1),Cl.NNC(N)=O,"InChI=1S/CH5N3O.ClH/c2-1(5)4-3;/h3H2,(H3,2,4,5);1H
",NNC(N)=O,CH6ClN3O
DTXSID1020279,DSSTox_Substance_Id,DTXSID1020279,3-Chloro-2-methylpropene,DTXCID30279,563-47-3,OHXAOPZTJOUYKM-UHFFFAOYSA-N,3-Chloro-2-methylprop-1-ene,CC(=C)CCl,"InChI=1S/C4H7Cl/c1-4(2)3-5/h1,3H2,2H3
",CC(=C)CCl,C4H7Cl
DTXSID9020166,DSSTox_Substance_Id,DTXSID9020166,Bis(tributyltin)oxide,DTXCID10166,56-35-9,APQHKWPGGHMYKJ-UHFFFAOYSA-N,Hexabutyldistannoxane,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,"InChI=1S/6C4H9.O.2Sn/c6*1-3-4-2;;;/h6*1,3-4H2,2H3;;;
",,C24H54OSn2
DTXSID6024331,DSSTox_Substance_Id,DTXSID6024331,Thallium(I) acetate,DTXCID304331,563-68-8,HQOJMTATBXYHNR-UHFFFAOYSA-M,Thallium(1+) acetate,[Tl+].CC([O-])=O,"InChI=1S/C2H4O2.Tl/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1
",CC(O)=O,C2H3O2Tl
DTXSID5044443,DSSTox_Substance_Id,DTXSID5044443,"N,N-Dibutyl-N-methylbutan-1-aminium chloride",DTXCID3024443,56375-79-2,IPILPUZVTYHGIL-UHFFFAOYSA-M,"N,N-Dibutyl-N-methylbutan-1-aminium chloride",[Cl-].CCCC[N+](C)(CCCC)CCCC,"InChI=1S/C13H30N.ClH/c1-5-8-11-14(4,12-9-6-2)13-10-7-3;/h5-13H2,1-4H3;1H/q+1;/p-1
",CCCC[N+](C)(CCCC)CCCC,C13H30ClN
DTXSID7021100,DSSTox_Substance_Id,DTXSID7021100,Parathion,DTXCID301100,56-38-2,LCCNCVORNKJIRZ-UHFFFAOYSA-N,"O,O-Diethyl O-(4-nitrophenyl) phosphorothioate",CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O,"InChI=1S/C10H14NO5PS/c1-3-14-17(18,15-4-2)16-10-7-5-9(6-8-10)11(12)13/h5-8H,3-4H2,1-2H3
",CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O,C10H14NO5PS
DTXSID2069103,DSSTox_Substance_Id,DTXSID2069103,4-((5-(Anilino)carbonyl-2-methoxyphenyl)azo)-3-hydroxynaphthalene-2-carboxamide,DTXCID2042066,56396-10-2,LFFICOHZNUVGRZ-UHFFFAOYSA-N,3-Hydroxy-4-{[2-methoxy-5-(phenylcarbamoyl)phenyl]diazenyl}naphthalene-2-carboxamide,COC1=C(C=C(C=C1)C(=O)NC1=CC=CC=C1)N=NC1=C2C=CC=CC2=CC(C(N)=O)=C1O,"InChI=1S/C25H20N4O4/c1-33-21-12-11-16(25(32)27-17-8-3-2-4-9-17)14-20(21)28-29-22-18-10-6-5-7-15(18)13-19(23(22)30)24(26)31/h2-14,30H,1H3,(H2,26,31)(H,27,32)
",COC1=C(C=C(C=C1)C(=O)NC1=CC=CC=C1)N=NC1=C2C=CC=CC2=CC(C(N)=O)=C1O,C25H20N4O4
DTXSID9020667,DSSTox_Substance_Id,DTXSID9020667,Glycine,DTXCID90667,56-40-6,DHMQDGOQFOQNFH-UHFFFAOYSA-N,Glycine,NCC(O)=O,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)
",NCC(O)=O,C2H5NO2
DTXSID20873899,DSSTox_Substance_Id,DTXSID20873899,L-​Alanine,DTXCID001012092,56-41-7,QNAYBMKLOCPYGJ-REOHCLBHSA-N,L-Alanine,C[C@H](N)C(O)=O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1
","CC(N)C(O)=O,C[C@H](N)C(O)=O",C3H7NO2
DTXSID3024108,DSSTox_Substance_Id,DTXSID3024108,Flurprimidol,DTXCID804108,56425-91-3,VEVZCONIUDBCDC-UHFFFAOYSA-N,2-Methyl-1-(pyrimidin-5-yl)-1-[4-(trifluoromethoxy)phenyl]propan-1-ol,CC(C)C(O)(C1=CC=C(OC(F)(F)F)C=C1)C1=CN=CN=C1,"InChI=1/C15H15F3N2O2/c1-10(2)14(21,12-7-19-9-20-8-12)11-3-5-13(6-4-11)22-15(16,17)18/h3-10,21H,1-2H3
",CC(C)C(O)(C1=CC=C(OC(F)(F)F)C=C1)C1=CN=CN=C1,C15H15F3N2O2
DTXSID40971841,DSSTox_Substance_Id,DTXSID40971841,"N-[10b-Hydroxy-3,6-dioxo-2,5-di(propan-2-yl)octahydro-8H-[1,3]oxazolo[3,2-a]pyrrolo[2,1-c]pyrazin-2-yl]-6-methyl-9,10-didehydroergoline-8-carboximidic acid",DTXCID10203989,564-36-3,UJYGDMFEEDNVBF-UHFFFAOYSA-N,"N-[10b-Hydroxy-3,6-dioxo-2,5-di(propan-2-yl)octahydro-8H-[1,3]oxazolo[3,2-a]pyrrolo[2,1-c]pyrazin-2-yl]-6-methyl-9,10-didehydroergoline-8-carboximidic acid",CC(C)C1N2C(=O)C(OC2(O)C2CCCN2C1=O)(N=C(O)C1CN(C)C2CC3=CNC4=CC=CC(=C34)C2=C1)C(C)C,"InChI=1/C31H39N5O5/c1-16(2)26-28(38)35-11-7-10-24(35)31(40)36(26)29(39)30(41-31,17(3)4)33-27(37)19-12-21-20-8-6-9-22-25(20)18(14-32-22)13-23(21)34(5)15-19/h6,8-9,12,14,16-17,19,23-24,26,32,40H,7,10-11,13,15H2,1-5H3,(H,33,37)
",CC(C)C1N2C(=O)C(OC2(O)C2CCCN2C1=O)(N=C(O)C1CN(C)C2CC3=CNC4=CC=CC(=C34)C2=C1)C(C)C,C31H39N5O5
DTXSID10891860,DSSTox_Substance_Id,DTXSID10891860,Ergocorninine,DTXCID901031281,564-37-4,UJYGDMFEEDNVBF-KMKPOGODSA-N,"12'-Hydroxy-3',6',18-trioxo-2',5'alpha-di(propan-2-yl)-8alpha-ergotaman",[H][C@@]12CCCN1C(=O)[C@H](C(C)C)N1C(=O)[C@](NC(=O)[C@@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,"InChI=1S/C31H39N5O5/c1-16(2)26-28(38)35-11-7-10-24(35)31(40)36(26)29(39)30(41-31,17(3)4)33-27(37)19-12-21-20-8-6-9-22-25(20)18(14-32-22)13-23(21)34(5)15-19/h6,8-9,12,14,16-17,19,23-24,26,32,40H,7,10-11,13,15H2,1-5H3,(H,33,37)/t19-,23+,24-,26-,30+,31-/m0/s1
","[H][C@@]12CCCN1C(=O)[C@H](C(C)C)N1C(=O)[C@](NC(=O)[C@@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,CC(C)C1N2C(=O)C(OC2(O)C2CCCN2C1=O)(N=C(O)C1CN(C)C2CC3=CNC4=CC=CC(=C34)C2=C1)C(C)C",C31H39N5O5
DTXSID60883230,DSSTox_Substance_Id,DTXSID60883230,L-Serine,DTXCID501022779,56-45-1,MTCFGRXMJLQNBG-REOHCLBHSA-N,L-Serine,N[C@@H](CO)C(O)=O,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1
","NC(CO)C(O)=O,N[C@@H](CO)C(O)=O",C3H7NO3
DTXSID3020465,DSSTox_Substance_Id,DTXSID3020465,Diethylstilbestrol,DTXCID10465,56-53-1,RGLYKWWBQGJZGM-ISLYRVAYSA-N,"4,4'-[(3E)-Hex-3-ene-3,4-diyl]diphenol",CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,"InChI=1S/C18H20O2/c1-3-17(13-5-9-15(19)10-6-13)18(4-2)14-7-11-16(20)12-8-14/h5-12,19-20H,3-4H2,1-2H3/b18-17+
","CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,""CC\\C(=C(\\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1""",C18H20O2
DTXSID8044389,DSSTox_Substance_Id,DTXSID8044389,3-Methoxy-3-methylbutan-1-ol,DTXCID6024389,56539-66-3,MFKRHJVUCZRDTF-UHFFFAOYSA-N,3-Methoxy-3-methylbutan-1-ol,COC(C)(C)CCO,"InChI=1S/C6H14O2/c1-6(2,8-3)4-5-7/h7H,4-5H2,1-3H3
",COC(C)(C)CCO,C6H14O2
DTXSID5023902,DSSTox_Substance_Id,DTXSID5023902,Benz(a)anthracene,DTXCID903902,56-55-3,DXBHBZVCASKNBY-UHFFFAOYSA-N,Tetraphene,C1=CC2=C(C=C1)C=C1C(C=CC3=C1C=CC=C3)=C2,"InChI=1S/C18H12/c1-2-7-15-12-18-16(11-14(15)6-1)10-9-13-5-3-4-8-17(13)18/h1-12H
",C1=CC2=C(C=C1)C=C1C(C=CC3=C1C=CC=C3)=C2,C18H12
DTXSID10971994,DSSTox_Substance_Id,DTXSID10971994,"Propane-1,2,3-triyl tris(3,5,5-trimethylhexanoate)",DTXCID601399484,56554-53-1,QNESDXMHQYMNGD-UHFFFAOYSA-N,"Propane-1,2,3-triyl tris(3,5,5-trimethylhexanoate)",CC(CC(=O)OCC(COC(=O)CC(C)CC(C)(C)C)OC(=O)CC(C)CC(C)(C)C)CC(C)(C)C,"InChI=1/C30H56O6/c1-21(16-28(4,5)6)13-25(31)34-19-24(36-27(33)15-23(3)18-30(10,11)12)20-35-26(32)14-22(2)17-29(7,8)9/h21-24H,13-20H2,1-12H3
",CC(CC(=O)OCC(COC(=O)CC(C)CC(C)(C)C)OC(=O)CC(C)CC(C)(C)C)CC(C)(C)C,C30H56O6
DTXSID3052228,DSSTox_Substance_Id,DTXSID3052228,(-)Bornyl acetate,DTXCID5030799,5655-61-8,KGEKLUUHTZCSIP-HOSYDEDBSA-N,"(1S,2R,4S)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-yl acetate",CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,"InChI=1S/C12H20O2/c1-8(13)14-10-7-9-5-6-12(10,4)11(9,2)3/h9-10H,5-7H2,1-4H3/t9-,10+,12+/m0/s1
","[H]C12CCC(C)(C(C1)OC(C)=O)C2(C)C,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C",C12H20O2
DTXSID50972046,DSSTox_Substance_Id,DTXSID50972046,"(Bicyclo[2.2.1]heptane-2,3-diyl)dimethanamine",DTXCID801399535,56602-77-8,RPYFJVIASOJLJS-UHFFFAOYSA-N,"(Bicyclo[2.2.1]heptane-2,3-diyl)dimethanamine",NCC1C2CCC(C2)C1CN,"InChI=1/C9H18N2/c10-4-8-6-1-2-7(3-6)9(8)5-11/h6-9H,1-5,10-11H2
",NCC1C2CCC(C2)C1CN,C9H18N2
DTXSID30972049,DSSTox_Substance_Id,DTXSID30972049,Octahydrocyclopenta[c]pyrrole,DTXCID60868527,5661-03-0,UZHVXJZEHGSWQV-UHFFFAOYSA-N,Octahydrocyclopenta[c]pyrrole,C1CC2CNCC2C1,"InChI=1/C7H13N/c1-2-6-4-8-5-7(6)3-1/h6-8H,1-5H2
",C1CC2CNCC2C1,C7H13N
DTXSID50891248,DSSTox_Substance_Id,DTXSID50891248,Polyethylene glycol phenyl ether acrylate,DTXCID301765650,56641-05-5,,,"C=CC(=O)OCCOC1=CC=CC=C1 |c:10,12,t:8,lp:3:2,4:2,7:2,Sg:n:6,5,4::ht|","InChI=1S/C11H12O3/c1-2-11(12)14-9-8-13-10-6-4-3-5-7-10/h2-7H,1,8-9H2
",,(C2H4O)nC9H8O2
DTXSID5069122,DSSTox_Substance_Id,DTXSID5069122,"3,14-Dioxa-8,9-dithia-4,13-disilahexadecane, 4,4,13,13-tetraethoxy-",DTXCID6042103,56706-10-6,FBBATURSCRIBHN-UHFFFAOYSA-N,"4,4,13,13-Tetraethoxy-3,14-dioxa-8,9-dithia-4,13-disilahexadecane",CCO[Si](CCCSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,"InChI=1S/C18H42O6S2Si2/c1-7-19-27(20-8-2,21-9-3)17-13-15-25-26-16-14-18-28(22-10-4,23-11-5)24-12-6/h7-18H2,1-6H3
",CCO[Si](CCCSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,C18H42O6S2Si2
DTXSID2020347,DSSTox_Substance_Id,DTXSID2020347,Coumaphos,DTXCID20347,56-72-4,BXNANOICGRISHX-UHFFFAOYSA-N,"O-(3-Chloro-4-methyl-2-oxo-2H-1-benzopyran-7-yl) O,O-diethyl phosphorothioate",CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2,"InChI=1S/C14H16ClO5PS/c1-4-17-21(22,18-5-2)20-10-6-7-11-9(3)13(15)14(16)19-12(11)8-10/h6-8H,4-5H2,1-3H3
",CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2,C14H16ClO5PS
DTXSID5069128,DSSTox_Substance_Id,DTXSID5069128,Tetraethylammonium perfluorooctanesulfonate,DTXCID0042115,56773-42-3,JHDXAQHGAJXNBY-UHFFFAOYSA-M,"N,N,N-Triethylethanaminium heptadecafluorooctane-1-sulfonate",CC[N+](CC)(CC)CC.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8HF17O3S.C8H20N/c9-1(10,3(13,14)5(17,18)7(21,22)23)2(11,12)4(15,16)6(19,20)8(24,25)29(26,27)28;1-5-9(6-2,7-3)8-4/h(H,26,27,28);5-8H2,1-4H3/q;+1/p-1
",,C16H20F17NO3S
DTXSID9020663,DSSTox_Substance_Id,DTXSID9020663,Glycerol,DTXCID40662,56-81-5,PEDCQBHIVMGVHV-UHFFFAOYSA-N,"Propane-1,2,3-triol",OCC(O)CO,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2
",OCC(O)CO,C3H8O3
DTXSID7022621,DSSTox_Substance_Id,DTXSID7022621,L-Aspartic acid,DTXCID402621,56-84-8,CKLJMWTZIZZHCS-REOHCLBHSA-N,L-Aspartic acid,N[C@@H](CC(O)=O)C(O)=O,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1
","N[C@@H](CC(O)=O)C(O)=O,NC(CC(O)=O)C(O)=O",C4H7NO4
DTXSID1023100,DSSTox_Substance_Id,DTXSID1023100,L-Glutamine,DTXCID503100,56-85-9,ZDXPYRJPNDTMRX-VKHMYHEASA-N,L-Glutamine,N[C@@H](CCC(N)=O)C(O)=O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1
","N[C@@H](CCC(N)=O)C(O)=O,NC(CCC(N)=O)C(O)=O",C5H10N2O3
DTXSID5020659,DSSTox_Substance_Id,DTXSID5020659,L-Glutamic acid,DTXCID30659,56-86-0,WHUUTDBJXJRKMK-VKHMYHEASA-N,L-Glutamic acid,N[C@@H](CCC(O)=O)C(O)=O,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1
","N[C@@H](CCC(O)=O)C(O)=O,NC(CCC(O)=O)C(O)=O",C5H9NO4
DTXSID2046418,DSSTox_Substance_Id,DTXSID2046418,L-Cystine,DTXCID0026418,56-89-3,LEVWYRKDKASIDU-IMJSIDKUSA-N,L-Cystine,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,"InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1
","NC(CSSCC(N)C(O)=O)C(O)=O,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O",C6H12N2O4S2
DTXSID8024600,DSSTox_Substance_Id,DTXSID8024600,Benzyltrimethylammonium chloride,DTXCID604600,56-93-9,KXHPPCXNWTUNSB-UHFFFAOYSA-M,"N,N,N-Trimethyl(phenyl)methanaminium chloride",[Cl-].C[N+](C)(C)CC1=CC=CC=C1,"InChI=1S/C10H16N.ClH/c1-11(2,3)9-10-7-5-4-6-8-10;/h4-8H,9H2,1-3H3;1H/q+1;/p-1
",C[N+](C)(C)CC1=CC=CC=C1,C10H16ClN
DTXSID7032345,DSSTox_Substance_Id,DTXSID7032345,Chlorhexidine diacetate,DTXCID5012345,56-95-1,WDRFFJWBUDTUCA-UHFFFAOYSA-N,"Acetic acid--N,N''''-hexane-1,6-diylbis[N'-(4-chlorophenyl)triimidodicarbonic diamide] (2/1)",CC(O)=O.CC(O)=O.ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,"InChI=1S/C22H30Cl2N10.2C2H4O2/c23-15-5-9-17(10-6-15)31-21(27)33-19(25)29-13-3-1-2-4-14-30-20(26)34-22(28)32-18-11-7-16(24)8-12-18;2*1-2(3)4/h5-12H,1-4,13-14H2,(H5,25,27,29,31,33)(H5,26,28,30,32,34);2*1H3,(H,3,4)
",ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,C26H38Cl2N10O4
DTXSID50890599,DSSTox_Substance_Id,DTXSID50890599,Magnesium acrylate,DTXCID601029847,5698-98-6,DWLAVVBOGOXHNH-UHFFFAOYSA-L,Magnesium diprop-2-enoate,[Mg++].[O-]C(=O)C=C.[O-]C(=O)C=C,"InChI=1S/2C3H4O2.Mg/c2*1-2-3(4)5;/h2*2H,1H2,(H,4,5);/q;;+2/p-2
",OC(=O)C=C,C6H6MgO4
DTXSID1040451,DSSTox_Substance_Id,DTXSID1040451,Creatine,DTXCID9020451,57-00-1,CVSVTCORWBXHQV-UHFFFAOYSA-N,N-Carbamimidoyl-N-methylglycine,CN(CC(O)=O)C(N)=N,"InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)
",CN(CC(O)=O)C(N)=N,C4H9N3O2
DTXSID0034776,DSSTox_Substance_Id,DTXSID0034776,Tolclofos-methyl,DTXCID8014776,57018-04-9,OBZIQQJJIKNWNO-UHFFFAOYSA-N,"O-(2,6-Dichloro-4-methylphenyl) O,O-dimethyl phosphorothioate",COP(=S)(OC)OC1=C(Cl)C=C(C)C=C1Cl,"InChI=1S/C9H11Cl2O3PS/c1-6-4-7(10)9(8(11)5-6)14-15(16,12-2)13-3/h4-5H,1-3H3
",COP(=S)(OC)OC1=C(Cl)C=C(C)C=C1Cl,C9H11Cl2O3PS
DTXSID3020047,DSSTox_Substance_Id,DTXSID3020047,Allyl isothiocyanate,DTXCID8047,57-06-7,ZOJBYZNEUISWFT-UHFFFAOYSA-N,3-Isothiocyanatoprop-1-ene,C=CCN=C=S,"InChI=1S/C4H5NS/c1-2-3-5-4-6/h2H,1,3H2
",C=CCN=C=S,C4H5NS
DTXSID5037028,DSSTox_Substance_Id,DTXSID5037028,Hexadecyltrimethylammonium bromide,DTXCID3017028,57-09-0,LZZYPRNAOMGNLH-UHFFFAOYSA-M,"N,N,N-Trimethylhexadecan-1-aminium bromide",[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)C,"InChI=1S/C19H42N.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4;/h5-19H2,1-4H3;1H/q+1;/p-1
",CCCCCCCCCCCCCCCC[N+](C)(C)C,C19H42BrN
DTXSID2021602,DSSTox_Substance_Id,DTXSID2021602,Hexadecanoic acid,DTXCID101602,57-10-3,IPCSVZSSVZVIGE-UHFFFAOYSA-N,Hexadecanoic acid,CCCCCCCCCCCCCCCC(O)=O,"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)
",CCCCCCCCCCCCCCCC(O)=O,C16H32O2
DTXSID8021642,DSSTox_Substance_Id,DTXSID8021642,Octadecanoic acid,DTXCID301642,57-11-4,QIQXTHQIDYTFRH-UHFFFAOYSA-N,Octadecanoic acid,CCCCCCCCCCCCCCCCCC(O)=O,"InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)
",CCCCCCCCCCCCCCCCCC(O)=O,C18H36O2
DTXSID7030066,DSSTox_Substance_Id,DTXSID7030066,"2,3,4,7,8-Pentachlorodibenzofuran",DTXCID5010066,57117-31-4,OGBQILNBLMPPDP-UHFFFAOYSA-N,"2,3,4,7,8-Pentachlorodibenzo[b,d]furan",ClC1=CC2=C(C=C1Cl)C1=C(O2)C(Cl)=C(Cl)C(Cl)=C1,"InChI=1S/C12H3Cl5O/c13-6-1-4-5-2-8(15)10(16)11(17)12(5)18-9(4)3-7(6)14/h1-3H
",ClC1=CC2=C(C=C1Cl)C1=C(O2)C(Cl)=C(Cl)C(Cl)=C1,C12H3Cl5O
DTXSID10866614,DSSTox_Substance_Id,DTXSID10866614,Tetrahydro-2-methyl-3-furanthiol,DTXCID00814881,57124-87-5,DBPHPBLAKVZXOY-UHFFFAOYSA-N,"2,5-Anhydro-1,4-dideoxy-3-thiopentitol",CC1OCCC1S,"InChI=1/C5H10OS/c1-4-5(7)2-3-6-4/h4-5,7H,2-3H2,1H3
",CC1OCCC1S,C5H10OS
DTXSID6023991,DSSTox_Substance_Id,DTXSID6023991,Cyanide,DTXCID203991,57-12-5,XFXPMWWXUTWYJX-UHFFFAOYSA-N,Cyanide,[C-]#N,"InChI=1S/CN/c1-2/q-1
","[C-]#N,C#N",CN
DTXSID4021426,DSSTox_Substance_Id,DTXSID4021426,Urea,DTXCID901426,57-13-6,XSQUKJJJFZCRTK-UHFFFAOYSA-N,Urea,NC(N)=O,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)
",NC(N)=O,CH4N2O
DTXSID1020516,DSSTox_Substance_Id,DTXSID1020516,"1,1-Dimethylhydrazine",DTXCID50516,57-14-7,RHUYHJGZWVXEHW-UHFFFAOYSA-N,"1,1-Dimethylhydrazine",CN(C)N,"InChI=1S/C2H8N2/c1-4(2)3/h3H2,1-2H3
",CN(C)N,C2H8N2
DTXSID70890894,DSSTox_Substance_Id,DTXSID70890894,Aluminum zirconium chloride hydroxide,DTXCID901031300,57158-29-9,ZYYRAHJUNAIHTP-UHFFFAOYSA-A,Aluminium zirconium(4+) chloride hydroxide (2/2/7/7),[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Zr+4].[Zr+4],"InChI=1S/2Al.7ClH.7H2O.2Zr/h;;7*1H;7*1H2;;/q2*+3;;;;;;;;;;;;;;;2*+4/p-14
",,Al2Cl7H7O7Zr2
DTXSID8035423,DSSTox_Substance_Id,DTXSID8035423,"1,4-Dimethylnaphthalene",DTXCID6015423,571-58-4,APQSQLNWAIULLK-UHFFFAOYSA-N,"1,4-Dimethylnaphthalene",CC1=CC=C(C)C2=C1C=CC=C2,"InChI=1S/C12H12/c1-9-7-8-10(2)12-6-4-3-5-11(9)12/h3-8H,1-2H3
",CC1=CC=C(C)C2=C1C=CC=C2,C12H12
DTXSID00884185,DSSTox_Substance_Id,DTXSID00884185,"1H-Indole-5-carboxylic acid, 2-[2-(1,5-dihydro-3-methyl-5-oxo-1-phenyl-4H-pyrazol-4-ylidene)ethylidene]-2,3-dihydro-1,3,3-trimethyl-, methyl ester",DTXCID101023644,5718-26-3,GSYLGDNZCGXCAQ-UHFFFAOYSA-N,"Methyl 1,3,3-trimethyl-2-[2-(3-methyl-5-oxo-1-phenyl-1,5-dihydro-4H-pyrazol-4-ylidene)ethylidene]-2,3-dihydro-1H-indole-5-carboxylate",COC(=O)C1=CC2=C(C=C1)N(C)C(=CC=C1C(C)=NN(C1=O)C1=CC=CC=C1)C2(C)C,"InChI=1S/C25H25N3O3/c1-16-19(23(29)28(26-16)18-9-7-6-8-10-18)12-14-22-25(2,3)20-15-17(24(30)31-5)11-13-21(20)27(22)4/h6-15H,1-5H3
",COC(=O)C1=CC2=C(C=C1)N(C)C(=CC=C1C(C)=NN(C1=O)C1=CC=CC=C1)C2(C)C,C25H25N3O3
DTXSID0034302,DSSTox_Substance_Id,DTXSID0034302,Triclopyr triethylamine salt,DTXCID8014302,57213-69-1,ROKVVMOXSZIDEG-UHFFFAOYSA-N,"[(3,5,6-Trichloropyridin-2-yl)oxy]acetic acid--N,N-diethylethanamine (1/1)",CCN(CC)CC.OC(=O)COC1=NC(Cl)=C(Cl)C=C1Cl,"InChI=1S/C7H4Cl3NO3.C6H15N/c8-3-1-4(9)7(11-6(3)10)14-2-5(12)13;1-4-7(5-2)6-3/h1H,2H2,(H,12,13);4-6H2,1-3H3
",OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1,C13H19Cl3N2O3
DTXSID9095008,DSSTox_Substance_Id,DTXSID9095008,"Formaldehyde, polymer with 1,3-benzenedimethanamine and phenol",,57214-10-5,,,,,,
